2783129	Zwaantjeshoek	Zwaantjeshoek	Zwaantjehoek,Zwaantjeshoek	50.90208	3.33034	P	PPL	BE		VLG	VWV	37	37017	0		14	Europe/Brussels	2016-08-02
2783130	Zwaantjes	Zwaantjes	De Zwaantjes,Zwaantjes	51.18333	4.36859	P	PPL	BE		VLG	VAN	11	11002	0		4	Europe/Brussels	2016-08-02
2783131	Zwaantjenbrug	Zwaantjenbrug		51.26718	4.45333	P	PPL	BE		VLG	VAN	11	11002	0		4	Europe/Brussels	2016-08-02
2783132	Zwaantjen	Zwaantjen		51.25572	4.17188	P	PPL	BE		VLG	VOV	46	46003	0		2	Europe/Brussels	2016-08-02
2783133	Zwaantje	Zwaantje		51.15416	3.67397	P	PPL	BE		VLG	VOV	44	44019	0		4	Europe/Brussels	2016-08-02
2783134	Zwaantje	Zwaantje	Zwaantje,Zwaenge	51.02866	2.64454	P	PPL	BE		VLG	VWV	38	38025	0		1	Europe/Brussels	2016-08-02
2783135	Zwaanhof	Zwaanhof	Zwaanhof,Zwanenhof	50.86667	4.26667	S	FRM	BE		WAL	WHT			0		50	Europe/Brussels	2010-08-09
2783136	Zwaanhoek	Zwaanhoek		51.01713	3.78596	P	PPL	BE		VLG	VOV	44	44040	0		9	Europe/Brussels	2016-08-02
2783137	Zwaanbeek	Zwaanbeek	Zwaanbeek,Zwaenbeek	51.04162	3.1005	H	STM	BE		VLG	VWV			0		12	Europe/Brussels	2012-01-18
2783138	Zwaanaarde	Zwaanaarde		51.15629	4.00924	P	PPL	BE		VLG	VOV	46	46021	0		4	Europe/Brussels	2016-08-02
2783139	Zwaan	Zwaan	Zwaan,Zwaene	51.20725	3.33166	P	PPL	BE		VLG	VWV	31	31006	0		7	Europe/Brussels	2016-08-02
2783140	Zwaan	Zwaan	Swaan,Zwaan,Zwaen	50.73333	5.81667	P	PPL	BE		WAL	WLG			0		181	Europe/Brussels	2010-08-09
2783141	Zuuressen	Zuuressen		51	4.55	P	PPL	BE		VLG	VBR	24	24014	0		4	Europe/Brussels	2011-09-01
2783142	Zuurbemde	Zuurbemde	Suerbemde,Suerbempde,Zuurbemde	50.87477	4.97423	P	PPL	BE		WAL	WHT			0		47	Europe/Brussels	2011-02-21
2783143	Zutendaal	Zutendaal	Sutendael,Zutendaal	50.93306	5.5753	P	PPL	BE		VLG	VLI	71	71067	6962		84	Europe/Brussels	2011-02-28
2783144	Zutendaal	Zutendaal	Sutendael	50.93252	5.57273	A	ADM4	BE	BE	VLG	VLI	71	71067	7063		84	Europe/Brussels	2011-02-28
2783145	Zusterkloosterbos	Zusterkloosterbos		50.93058	5.24322	V	FRST	BE		VLG	VLI			0		33	Europe/Brussels	2011-02-07
2783146	Zusterkloosterbeek	Zusterkloosterbeek		50.95	5.36667	H	STM	BE		VLG	VLI			0		38	Europe/Brussels	2010-03-06
2783147	Zussen	Zussen	Sussen,Zussen	50.79779	5.63502	P	PPL	BE		VLG	VLI	73	73066	0		105	Europe/Brussels	2016-08-02
2783148	Zurendries	Zurendries	Zurendries,Zurendriesch	50.93333	4.01667	P	PPL	BE		VLG	VOV	41	41002	0		15	Europe/Brussels	2016-08-02
2783149	Zurenborg	Zurenborg	Zurenborg	51.2	4.43333	P	PPL	BE		VLG	VAN	11	11002	0		8	Europe/Brussels	2016-08-02
