921978	Chissioi Bandele	Chissioi Bandele	Bandeli,Bandeli Island,Bandéli,Chissioi Bandele,Ile Bandele,Ile Bandélé,Ilot Bandeli,Îlot Bandeli	-12.9	45.25	T	ISL	YT		00				0		-9999	Indian/Mayotte	2012-01-11
921979	Anse Bandrélé	Anse Bandrele	Anse Bandele,Anse Bandeli,Anse Bandrele,Anse Bandrélé,Bandeli Bay,Bandéli Bay	-12.90276	45.21853	H	BAY	YT		00				0		-9999	Indian/Mayotte	2015-09-06
921980	Bandele	Bandele	Bandele,Bandeli	-12.9	45.2	P	PPL	YT		00				0		-9999	Indian/Mayotte	2012-01-11
921983	Bandamagi	Bandamagi		-12.76667	45.16667	P	PPL	YT		00				0		277	Indian/Mayotte	2012-01-11
921985	Pointe Bandaboa	Pointe Bandaboa	Bandaboa Point,Pointe Bandaboa,Pointe Bandaboi	-12.7	45.13333	T	PT	YT		00				0		-9999	Indian/Mayotte	2012-01-11
921986	Bandaboa	Bandaboa		-12.71667	45.15	P	PPL	YT		00				0		-9999	Indian/Mayotte	2012-01-11
921987	Récif Bambo	Recif Bambo	Bambo Reef,Recif Bambo,Récif Bambo	-12.95	45.23333	H	RF	YT		00				0		-9999	Indian/Mayotte	2012-01-11
921988	Pointe Bambo	Pointe Bambo	Point Bambo,Pointe Bambo	-12.91667	45.21667	T	PT	YT		00				0		-9999	Indian/Mayotte	2012-01-11
921989	Chissioua Bambo	Chissioua Bambo	Bambo Island,Chissioua Bambo,Ile Bambo,Île Bambo	-12.93356	45.20084	T	ISL	YT		00				0		29	Indian/Mayotte	2015-09-06
921990	Baie Bambo	Baie Bambo	Baie Bambo,Bambo Bay	-12.93333	45.2	H	BAY	YT		00				0		17	Indian/Mayotte	2012-01-11
921991	Anse Bambo	Anse Bambo	Anse Bambo,South Bambo Bay	-12.93333	45.18333	H	BAY	YT		00				0		-9999	Indian/Mayotte	2012-01-11
921993	Balembo	Balembo		-12.98333	45.18333	P	PPL	YT		00				0		25	Indian/Mayotte	2012-01-11
921997	Îlot Aombe	Ilot Aombe	Aombe,Aombe Islet,Aombé,Ilot Aombe,Îlot Aombe	-12.75	45.28333	T	ISL	YT		00				0		-9999	Indian/Mayotte	2012-01-11
922002	Anguebacao	Anguebacao		-12.88333	45.23333	P	PPL	YT		00				0		-9999	Indian/Mayotte	2012-01-11
922003	Angoro	Angoro	Angaro,Angoro	-12.75	45.23333	P	PPL	YT		00				0		390	Indian/Mayotte	2012-01-11
922004	Chissioi Andréma	Chissioi Andrema	Andrema Island,Chissioi Andrema,Chissioi Andréma,Ile Andrema	-12.66667	45.13333	T	ISL	YT		00				0		-9999	Indian/Mayotte	2012-01-11
922005	Baie Andrema	Baie Andrema	Andrema Bay,Baie Andrema	-12.66667	45.11667	H	BAY	YT		00				0		-9999	Indian/Mayotte	2012-01-11
922006	Pointe Hamouro	Pointe Hamouro	Pointe Amono,Pointe Amoro,Pointe Hamouro	-12.87103	45.22309	T	PT	YT		00				0		-9999	Indian/Mayotte	2014-01-10
922007	Anse Amoro	Anse Amoro	Amoro Bay,Anse Amoro	-12.86667	45.21667	H	BAY	YT		00				0		-9999	Indian/Mayotte	2012-01-11
922008	Amoro	Amoro		-12.88333	45.23333	P	PPL	YT		00				0		-9999	Indian/Mayotte	2012-01-11
922009	Pointe Amaha	Pointe Amaha	Amaha Point,Pointe Amaha,Pointe Amoha	-12.76667	45.25	T	PT	YT		00				0		-9999	Indian/Mayotte	2012-01-11
922010	Récif Ajangua	Recif Ajangua	Ajangua Reef,Recif Ajangua,Récif Ajangua	-12.88333	45.28333	H	RF	YT		00				0		-9999	Indian/Mayotte	2012-01-11
922011	Îlots Ajangua	Ilots Ajangua	Ajangua Islands,Iles Ajangua,Ilots Ajangua,Îlots Ajangua	-12.83333	45.26667	T	ISLS	YT		00				0		-9999	Indian/Mayotte	2012-01-11
922012	Anse Ajangua	Anse Ajangua	Ajangua Bay,Anse Ajangua	-12.85703	45.20973	H	BAY	YT		00				0		-9999	Indian/Mayotte	2016-07-18
922013	Ajangua	Ajangua		-12.86667	45.21667	P	PPL	YT		00				0		-9999	Indian/Mayotte	2012-01-11
922014	Pointe Accua	Pointe Accua	Point Acua,Pointe Accua,Pointe Acua	-12.75	45.05	T	PT	YT		00				0		32	Indian/Mayotte	2014-01-10
922015	Acoua	Acoua	Accua,Acoua,Acua	-12.72391	45.05819	P	PPLA	YT		97601				4622		10	Indian/Mayotte	2017-01-11
