935205	Saline-les Hauts	Saline-les Hauts		-21.09263	55.30553	P	PPL	RE		RE	974	9744	97415	0		869	Indian/Reunion	2016-06-22
935206	Ravine de la Saline	Ravine de la Saline	Ravine de la Saline,Ravine des Salines	-21.08979	55.2403	H	STM	RE		00				0		26	Indian/Reunion	2012-01-18
935207	Pitons Sales	Pitons Sales		-21.19843	55.56291	T	PK	RE		RE	974	9742	97422	0		1546	Indian/Reunion	2016-06-22
935208	Étang Salé	Etang Sale		-21.26777	55.33211	H	LGN	RE		00				0		-9999	Indian/Reunion	2011-04-19
935209	Cirque de Salazie	Cirque de Salazie		-21.05	55.5	T	VAL	RE		00				0		751	Indian/Reunion	1993-12-22
935210	Salazie	Salazie	Salazi,Salazie,Salazie Village,Салазі	-21.02734	55.539	P	PPL	RE		RE	974	9743	97421	7696		452	Indian/Reunion	2012-01-18
935211	Plaine des Salazes	Plaine des Salazes		-21.11464	55.51593	T	PLN	RE		00				0		2043	Indian/Reunion	2011-04-19
935212	Chaîne des Salazes	Chaine des Salazes	Chaine des Salazes,Chaîne des Salazes,Les Salazes	-21.08769	55.46972	T	MTS	RE		00				0		2267	Indian/Reunion	2012-01-18
935213	Arrondissement de Saint-Pierre	Arrondissement de Saint-Pierre		-21.25	55.58333	A	ADM3	RE		RE	974	9742		282274		1496	Indian/Reunion	2010-09-18
935214	Saint-Pierre	Saint-Pierre	Saint-Pierre,Sent-P'er,ZSE,Сент-Пьер	-21.3393	55.47811	P	PPL	RE		RE	974	9742	97416	76655		36	Indian/Reunion	2016-01-19
935215	Saint-Philippe	Saint-Philippe	Saint Phillippe,Saint-Philippe	-21.35852	55.76795	P	PPL	RE		RE	974	9742	97417	5441		45	Indian/Reunion	2012-01-18
935216	Étang de Saint-Paul	Etang de Saint-Paul	Etang Saint Paul,Etang de Saint-Paul,Étang de Saint-Paul	-20.99249	55.29108	H	LGN	RE		00				0		7	Indian/Reunion	2012-01-18
935217	Brûlé de Saint-Paul	Brule de Saint-Paul		-21.08556	55.3778	T	LAVA	RE		00				0		2053	Indian/Reunion	2011-04-19
